sr_no,close,high,low,open,tradeTime,volume,NASDAQ_Symbol
77,190.58,190.68,189.3,189.5,2018-07-09,19756634,AAPL
78,190.35,191.28,190.1801,190.71,2018-07-10,15939149,AAPL
79,187.88,189.7799,187.61,188.5,2018-07-11,18831470,AAPL
80,191.03,191.41,189.31,189.53,2018-07-12,18041131,AAPL
81,191.33,191.84,190.9,191.08,2018-07-13,12519792,AAPL
82,190.91,192.65,190.415,191.52,2018-07-16,15043110,AAPL
83,191.45,191.87,189.2,189.75,2018-07-17,15534523,AAPL
84,190.4,191.8,189.93,191.78,2018-07-18,16393381,AAPL
85,191.88,192.55,189.69,189.69,2018-07-19,20286752,AAPL
86,191.44,192.43,190.17,191.78,2018-07-20,20706042,AAPL
87,191.61,191.96,189.56,190.68,2018-07-23,15989365,AAPL
88,193,193.6601,192.05,192.45,2018-07-24,18697898,AAPL
89,194.82,194.85,192.43,193.0602,2018-07-25,16826483,AAPL
90,194.21,195.96,193.61,194.61,2018-07-26,19075964,AAPL
91,190.98,195.19,190.1,194.99,2018-07-27,24023972,AAPL
92,189.91,192.2,189.07,191.9,2018-07-30,21029535,AAPL
93,190.29,192.14,189.34,190.3,2018-07-31,39373038,AAPL
94,201.5,201.76,197.31,199.13,2018-08-01,67935716,AAPL
95,207.39,208.38,200.35,200.58,2018-08-02,62404012,AAPL
96,207.99,208.74,205.4803,207.03,2018-08-03,33447396,AAPL
97,209.07,209.25,207.07,208,2018-08-06,25425387,AAPL
98,207.11,209.5,206.76,209.32,2018-08-07,25587387,AAPL
99,207.25,207.81,204.52,206.05,2018-08-08,22525487,AAPL
100,208.88,209.78,207.2,207.28,2018-08-09,23492626,AAPL
101,207.53,209.1,206.67,207.36,2018-08-10,24611202,AAPL
102,208.87,210.952,207.7,207.7,2018-08-13,25890880,AAPL
103,209.75,210.56,208.26,210.155,2018-08-14,20748010,AAPL
104,210.24,210.74,208.33,209.22,2018-08-15,28807564,AAPL
105,213.32,213.8121,211.47,211.75,2018-08-16,28500367,AAPL
106,217.58,217.95,213.16,213.44,2018-08-17,35426997,AAPL
107,215.46,219.18,215.11,218.1,2018-08-20,30287695,AAPL
108,215.04,217.19,214.025,216.8,2018-08-21,26159755,AAPL
109,215.05,216.36,213.84,214.1,2018-08-22,19018131,AAPL
110,215.49,217.05,214.6,214.65,2018-08-23,18883224,AAPL
111,216.16,216.9,215.11,216.6,2018-08-24,18476356,AAPL
112,217.94,218.74,216.33,217.15,2018-08-27,20525117,AAPL
113,219.7,220.54,218.92,219.01,2018-08-28,22776766,AAPL
114,222.98,223.49,219.41,220.15,2018-08-29,27254804,AAPL
115,225.03,228.26,222.4,223.25,2018-08-30,48793824,AAPL
116,227.63,228.87,226,226.51,2018-08-31,43340134,AAPL
117,228.36,229.18,226.63,228.41,2018-09-04,27390132,AAPL
118,226.87,229.67,225.1,228.99,2018-09-05,33332960,AAPL
119,223.1,227.35,221.3,226.23,2018-09-06,34289976,AAPL
120,221.3,225.37,220.71,221.85,2018-09-07,37619810,AAPL
121,218.33,221.85,216.47,220.95,2018-09-10,39516453,AAPL
122,223.85,224.299,216.56,218.01,2018-09-11,35749049,AAPL
123,221.07,225,219.84,224.94,2018-09-12,49278740,AAPL
124,226.41,228.35,222.57,223.52,2018-09-13,41706377,AAPL
125,223.84,226.84,222.522,225.75,2018-09-14,31999289,AAPL
126,217.88,222.95,217.27,222.15,2018-09-17,37195133,AAPL
127,218.24,221.85,217.12,217.79,2018-09-18,31571712,AAPL
128,218.37,219.62,215.3,218.5,2018-09-19,27123833,AAPL
129,220.03,222.28,219.15,220.24,2018-09-20,26608794,AAPL
130,217.66,221.36,217.29,220.78,2018-09-21,96246748,AAPL
131,220.79,221.26,216.63,216.82,2018-09-24,27693358,AAPL
132,222.19,222.82,219.7,219.75,2018-09-25,24554379,AAPL
133,220.42,223.75,219.76,221,2018-09-26,23984706,AAPL
134,224.95,226.44,223.54,223.82,2018-09-27,30181227,AAPL
135,225.74,225.84,224.02,224.79,2018-09-28,22929364,AAPL
136,227.26,229.42,226.35,227.95,2018-10-01,23600802,AAPL
137,229.28,230,226.63,227.25,2018-10-02,24788170,AAPL
138,232.07,233.47,229.78,230.05,2018-10-03,28654799,AAPL
139,227.99,232.35,226.73,230.78,2018-10-04,32042000,AAPL
140,224.29,228.41,220.58,227.96,2018-10-05,33580463,AAPL
141,223.77,224.8,220.2,222.21,2018-10-08,29663923,AAPL
142,226.87,227.27,222.2462,223.64,2018-10-09,26891029,AAPL
143,216.36,226.35,216.05,225.46,2018-10-10,41990554,AAPL
144,214.45,219.5,212.32,214.52,2018-10-11,53124392,AAPL
145,222.11,222.88,216.84,220.42,2018-10-12,40337851,AAPL
146,217.36,221.83,217.27,221.16,2018-10-15,30791007,AAPL
147,222.15,222.99,216.7627,218.93,2018-10-16,29183963,AAPL
148,221.19,222.64,219.34,222.3,2018-10-17,22885397,AAPL
149,216.02,219.74,213,217.86,2018-10-18,32581315,AAPL
150,219.31,221.26,217.43,218.06,2018-10-19,33078726,AAPL
151,220.65,223.36,218.94,219.79,2018-10-22,28792082,AAPL
152,222.73,223.25,214.7,215.83,2018-10-23,38767846,AAPL
153,215.09,224.23,214.54,222.6,2018-10-24,40925163,AAPL
154,219.8,221.38,216.75,217.71,2018-10-25,29855768,AAPL
155,216.3,220.19,212.67,215.9,2018-10-26,47258375,AAPL
156,212.24,219.69,206.09,219.19,2018-10-29,45935520,AAPL
157,213.3,215.18,209.27,211.15,2018-10-30,36659990,AAPL
158,218.86,220.45,216.62,216.88,2018-10-31,38358933,AAPL
159,222.22,222.36,216.81,219.05,2018-11-01,58323180,AAPL
160,207.48,213.65,205.43,209.55,2018-11-02,91328654,AAPL
161,201.59,204.39,198.17,204.3,2018-11-05,66163669,AAPL
162,203.77,204.72,201.69,201.92,2018-11-06,31882881,AAPL
163,209.95,210.06,204.13,205.97,2018-11-07,33424434,AAPL
164,208.49,210.12,206.75,209.98,2018-11-08,25362636,AAPL
165,204.47,206.01,202.25,205.55,2018-11-09,34365750,AAPL
166,194.17,199.85,193.79,199,2018-11-12,51135518,AAPL
167,192.23,197.18,191.4501,191.63,2018-11-13,46882936,AAPL
168,186.8,194.48,185.93,193.9,2018-11-14,60800957,AAPL
169,191.41,191.97,186.9,188.39,2018-11-15,46478801,AAPL
170,193.53,194.9695,189.46,190.5,2018-11-16,36928253,AAPL
171,185.86,190.7,184.99,190,2018-11-19,41920872,AAPL
172,176.98,181.47,175.51,178.37,2018-11-20,67825247,AAPL
173,176.78,180.27,176.55,179.73,2018-11-21,31124210,AAPL
174,172.29,176.595,172.1,174.94,2018-11-23,23623972,AAPL
175,174.62,174.95,170.26,174.24,2018-11-26,44998520,AAPL
176,174.24,174.77,170.88,171.51,2018-11-27,41387377,AAPL
177,180.94,181.29,174.93,176.73,2018-11-28,46062539,AAPL
178,179.55,182.8,177.7,182.66,2018-11-29,41769992,AAPL
179,178.58,180.33,177.03,180.29,2018-11-30,39531549,AAPL
180,184.82,184.94,181.21,184.46,2018-12-03,40798002,AAPL
181,176.69,182.3899,176.27,180.95,2018-12-04,41344282,AAPL
182,174.72,174.78,170.42,171.76,2018-12-06,43098410,AAPL
183,168.49,174.49,168.3,173.49,2018-12-07,42281631,AAPL
184,169.6,170.09,163.33,165,2018-12-10,62025994,AAPL
185,168.63,171.79,167,171.66,2018-12-11,47281665,AAPL
186,169.1,171.92,169.02,170.4,2018-12-12,35627674,AAPL
187,170.95,172.57,169.55,170.49,2018-12-13,31897827,AAPL
188,165.48,169.08,165.28,169,2018-12-14,40703710,AAPL
189,163.94,168.35,162.73,165.45,2018-12-17,44287922,AAPL
190,166.07,167.53,164.39,165.38,2018-12-18,33841518,AAPL
191,160.89,167.45,159.09,166,2018-12-19,49047297,AAPL
192,156.83,162.11,155.3,160.4,2018-12-20,64772960,AAPL
193,150.73,158.16,149.63,156.86,2018-12-21,95744384,AAPL
194,146.83,151.55,146.59,148.15,2018-12-24,37169232,AAPL
195,157.17,157.23,146.72,148.3,2018-12-26,58582544,AAPL
196,156.15,156.77,150.07,155.84,2018-12-27,53117065,AAPL
197,156.23,158.52,154.55,157.5,2018-12-28,42291424,AAPL
198,157.74,159.36,156.48,158.53,2018-12-31,35003466,AAPL
199,157.92,158.85,154.23,154.89,2019-01-02,37039737,AAPL
200,142.19,145.72,142,143.98,2019-01-03,91312195,AAPL
201,148.26,148.5499,143.8,144.53,2019-01-04,58607070,AAPL
202,147.93,148.83,145.9,148.7,2019-01-07,54777764,AAPL
203,150.75,151.82,148.52,149.56,2019-01-08,41025314,AAPL
204,153.31,154.53,149.63,151.29,2019-01-09,45099081,AAPL
205,153.8,153.97,150.86,152.5,2019-01-10,35780670,AAPL
206,152.29,153.7,151.51,152.88,2019-01-11,27023241,AAPL
207,150,151.27,149.22,150.85,2019-01-14,32439186,AAPL
208,153.07,153.39,150.05,150.27,2019-01-15,28710324,AAPL
209,154.94,155.88,153,153.08,2019-01-16,30569706,AAPL
210,155.86,157.66,153.26,154.2,2019-01-17,29821160,AAPL
211,156.82,157.88,155.9806,157.5,2019-01-18,33751023,AAPL
212,153.3,156.73,152.62,156.41,2019-01-22,30393970,AAPL
213,153.92,155.14,151.7,154.15,2019-01-23,23130570,AAPL
214,152.7,154.48,151.74,154.11,2019-01-24,25441549,AAPL
215,157.76,158.13,154.32,155.48,2019-01-25,33547893,AAPL
216,156.3,156.33,153.66,155.79,2019-01-28,26192058,AAPL
217,154.68,158.13,154.11,156.25,2019-01-29,41587239,AAPL
218,165.25,166.15,160.23,163.25,2019-01-30,61109780,AAPL
219,166.44,169,164.56,166.11,2019-01-31,40739649,AAPL
220,166.52,168.98,165.93,166.96,2019-02-01,32668138,AAPL
221,171.25,171.655,167.28,167.41,2019-02-04,31495582,AAPL
222,174.18,175.08,172.3501,172.86,2019-02-05,36101628,AAPL
223,174.24,175.57,172.8531,174.65,2019-02-06,28239591,AAPL
224,170.94,173.94,170.34,172.4,2019-02-07,31741690,AAPL
225,170.41,170.66,168.42,168.99,2019-02-08,23819966,AAPL
226,169.43,171.21,169.25,171.05,2019-02-11,20993425,AAPL
227,170.89,171,169.7,170.1,2019-02-12,22283523,AAPL
228,170.18,172.48,169.92,171.39,2019-02-13,22490233,AAPL
229,170.8,171.2615,169.38,169.71,2019-02-14,21835747,AAPL
230,170.42,171.7,169.75,171.25,2019-02-15,24626814,AAPL
231,170.93,171.44,169.49,169.71,2019-02-19,18972826,AAPL
232,172.03,173.32,170.99,171.19,2019-02-20,26114362,AAPL
233,171.06,172.37,170.3,171.8,2019-02-21,17249670,AAPL
234,172.97,173,171.38,171.58,2019-02-22,18913154,AAPL
235,174.23,175.87,173.95,174.16,2019-02-25,21873358,AAPL
236,174.33,175.3,173.1732,173.71,2019-02-26,17070211,AAPL
237,174.87,175,172.73,173.21,2019-02-27,27835389,AAPL
238,173.15,174.91,172.92,174.32,2019-02-28,28215416,AAPL
239,174.97,175.15,172.89,174.28,2019-03-01,25886167,AAPL
240,175.85,177.75,173.97,175.69,2019-03-04,27436203,AAPL
241,175.53,176,174.54,175.94,2019-03-05,19737419,AAPL
242,174.52,175.49,173.94,174.67,2019-03-06,20810384,AAPL
243,172.5,174.44,172.02,173.87,2019-03-07,24796374,AAPL
244,172.91,173.07,169.5,170.32,2019-03-08,23999358,AAPL
245,178.9,179.12,175.35,175.49,2019-03-11,32011034,AAPL
246,180.91,182.67,179.37,180,2019-03-12,32467584,AAPL
247,181.71,183.3,180.92,182.25,2019-03-13,31032524,AAPL
248,183.73,184.1,182.56,183.9,2019-03-14,23579508,AAPL
249,186.12,187.33,183.74,184.85,2019-03-15,39042912,AAPL
250,188.02,188.39,185.79,185.8,2019-03-18,26219832,AAPL
251,186.53,188.99,185.92,188.35,2019-03-19,31646369,AAPL
252,188.16,189.49,184.73,186.23,2019-03-20,31035231,AAPL
253,195.09,196.33,189.81,190.02,2019-03-21,51034237,AAPL
254,191.05,197.69,190.78,195.34,2019-03-22,42407666,AAPL
255,188.74,191.98,186.6,191.51,2019-03-25,43845293,AAPL
256,186.79,192.88,184.58,191.664,2019-03-26,49800538,AAPL
257,188.47,189.76,186.55,188.75,2019-03-27,29848427,AAPL
258,188.72,189.559,187.53,188.95,2019-03-28,20780363,AAPL
259,189.95,190.08,188.54,189.83,2019-03-29,23563961,AAPL
260,191.24,191.68,188.38,191.64,2019-04-01,27861964,AAPL
261,194.02,194.46,191.05,191.09,2019-04-02,22765732,AAPL
262,195.35,196.5,193.15,193.25,2019-04-03,23271830,AAPL
263,195.69,196.37,193.14,194.79,2019-04-04,19114275,AAPL
264,197,197.1,195.93,196.45,2019-04-05,18526644,AAPL
265,200.1,200.23,196.34,196.42,2019-04-08,25881697,AAPL
266,199.5,202.85,199.23,200.32,2019-04-09,35768237,AAPL
267,200.62,200.74,198.18,198.68,2019-04-10,21695288,AAPL
268,198.95,201,198.4431,200.85,2019-04-11,20900808,AAPL
269,198.87,200.14,196.21,199.2,2019-04-12,27760668,AAPL
270,199.23,199.85,198.01,198.58,2019-04-15,17536646,AAPL
271,199.25,201.37,198.56,199.46,2019-04-16,25696385,AAPL
272,203.13,203.38,198.61,199.54,2019-04-17,28906780,AAPL
273,203.86,204.15,202.52,203.12,2019-04-18,24195766,AAPL
274,204.53,204.94,202.34,202.83,2019-04-22,19439545,AAPL
275,207.48,207.75,203.9,204.43,2019-04-23,23322991,AAPL
276,207.16,208.48,207.05,207.36,2019-04-24,17540609,AAPL
277,205.28,207.76,205.12,206.83,2019-04-25,18543206,AAPL
278,204.3,205,202.12,204.9,2019-04-26,18649102,AAPL
279,204.61,205.97,203.86,204.4,2019-04-29,22204716,AAPL
280,200.67,203.4,199.11,203.06,2019-04-30,46534923,AAPL
281,210.52,215.31,209.23,209.88,2019-05-01,64827328,AAPL
282,209.15,212.65,208.13,209.84,2019-05-02,31996324,AAPL
283,211.75,211.84,210.23,210.89,2019-05-03,20892378,AAPL
284,208.48,208.84,203.5,204.29,2019-05-06,32443113,AAPL
285,202.86,207.4175,200.825,205.88,2019-05-07,38763698,AAPL
286,202.9,205.34,201.75,201.9,2019-05-08,26339504,AAPL
287,200.72,201.68,196.66,200.4,2019-05-09,34908607,AAPL
288,197.18,198.85,192.77,197.419,2019-05-10,41208712,AAPL
289,185.72,189.48,182.85,187.71,2019-05-13,57430623,AAPL
290,188.66,189.7,185.41,186.41,2019-05-14,36529677,AAPL
291,190.92,191.75,186.02,186.27,2019-05-15,26544718,AAPL
292,190.08,192.4689,188.84,189.91,2019-05-16,33031364,AAPL
293,189,190.9,186.76,186.93,2019-05-17,32879090,AAPL
294,183.09,184.349,180.2839,183.52,2019-05-20,38612290,AAPL
295,186.6,188,184.7,185.22,2019-05-21,28364848,AAPL
296,182.78,185.71,182.55,184.66,2019-05-22,29748556,AAPL
297,179.66,180.54,177.81,179.8,2019-05-23,36529736,AAPL
298,178.97,182.14,178.62,180.2,2019-05-24,23714686,AAPL
299,178.23,180.59,177.91,178.92,2019-05-28,27948160,AAPL
300,177.38,179.35,176,176.42,2019-05-29,28481165,AAPL
301,178.3,179.23,176.67,177.95,2019-05-30,21218412,AAPL
302,175.07,177.99,174.99,176.23,2019-05-31,27043584,AAPL
303,173.3,177.92,170.27,175.6,2019-06-03,40396069,AAPL
304,179.64,179.83,174.52,175.44,2019-06-04,30967961,AAPL
305,182.54,184.99,181.14,184.28,2019-06-05,29773427,AAPL
306,185.22,185.47,182.1489,183.08,2019-06-06,22526311,AAPL
307,190.15,191.92,185.77,186.51,2019-06-07,30684393,AAPL
308,192.58,195.37,191.62,191.81,2019-06-10,26220851,AAPL
309,194.81,196,193.6,194.86,2019-06-11,26932882,AAPL
310,194.19,195.97,193.385,193.95,2019-06-12,18253189,AAPL
311,194.15,196.79,193.6,194.7,2019-06-13,21674625,AAPL
312,192.74,193.5863,190.3,191.545,2019-06-14,18761474,AAPL
313,193.89,194.96,192.17,192.9,2019-06-17,14669144,AAPL
314,198.45,200.29,195.21,196.05,2019-06-18,26551004,AAPL
315,197.87,199.88,197.31,199.68,2019-06-19,21124235,AAPL
316,199.46,200.61,198.03,200.37,2019-06-20,21513988,AAPL
317,198.78,200.85,198.15,198.8,2019-06-21,47800589,AAPL
318,198.58,200.16,198.17,198.54,2019-06-24,18220421,AAPL
319,195.57,199.26,195.29,198.43,2019-06-25,21070334,AAPL
320,199.8,200.99,197.35,197.77,2019-06-26,26067512,AAPL
321,199.74,201.57,199.57,200.29,2019-06-27,20899717,AAPL
322,197.92,199.495,197.05,198.68,2019-06-28,31110642,AAPL
323,201.55,204.49,200.65,203.17,2019-07-01,27316739,AAPL
324,202.73,203.1323,201.36,201.41,2019-07-02,16935217,AAPL
325,204.41,204.44,202.6901,203.28,2019-07-03,11362045,AAPL
326,204.23,205.08,202.9,203.35,2019-07-05,17265518,AAPL
327,200.02,201.4,198.41,200.81,2019-07-08,25338628,AAPL
328,201.24,201.51,198.81,199.2,2019-07-09,20578015,AAPL
329,203.23,203.73,201.56,201.85,2019-07-10,17897138,AAPL
330,201.75,204.39,201.71,203.31,2019-07-11,20191842,AAPL
331,203.3,204,202.2,202.45,2019-07-12,17595212,AAPL
332,205.21,205.87,204,204.09,2019-07-15,16947420,AAPL
333,204.5,206.11,203.5,204.59,2019-07-16,16866816,AAPL
334,203.35,205.0915,203.27,204.05,2019-07-17,14107450,AAPL
335,205.66,205.88,203.7,204,2019-07-18,18582161,AAPL
336,202.59,206.5,202.36,205.79,2019-07-19,20929307,AAPL
337,207.22,207.23,203.61,203.65,2019-07-22,22277932,AAPL
338,208.84,208.91,207.29,208.46,2019-07-23,18355210,AAPL
339,208.67,209.15,207.17,207.67,2019-07-24,14991567,AAPL
340,207.02,209.24,206.73,208.89,2019-07-25,13909562,AAPL
341,207.74,209.73,207.14,207.48,2019-07-26,17618874,AAPL
342,209.68,210.64,208.44,208.46,2019-07-29,21673389,AAPL
343,208.78,210.16,207.31,208.76,2019-07-30,33935718,AAPL
344,213.04,221.37,211.3,216.42,2019-07-31,69281361,AAPL
345,208.43,218.03,206.7435,213.9,2019-08-01,54017922,AAPL
346,204.02,206.43,201.63,205.53,2019-08-02,40862122,AAPL
347,193.34,198.649,192.58,197.99,2019-08-05,52392969,AAPL
348,197,198.067,194.04,196.31,2019-08-06,35824787,AAPL
349,199.04,199.56,193.82,195.41,2019-08-07,33364400,AAPL
350,203.43,203.53,199.39,200.2,2019-08-08,27009523,AAPL
351,200.99,202.76,199.29,201.3,2019-08-09,24619746,AAPL
352,200.48,202.0516,199.15,199.62,2019-08-12,22481889,AAPL
353,208.97,212.14,200.83,201.02,2019-08-13,47539786,AAPL
354,202.75,206.44,202.5869,203.16,2019-08-14,36547443,AAPL
355,201.74,205.14,199.67,203.46,2019-08-15,27883363,AAPL
356,206.5,207.16,203.84,204.28,2019-08-16,28813624,AAPL
357,210.35,212.7307,210.025,210.62,2019-08-19,24431915,AAPL
