,close,high,low,open,tradeTime,tradeTimeinMills,volume
4470,131.2400,131.3700,131.1400,131.3700,2019-08-15 14:30:00,1565893800000,9744
4471,131.2900,131.3900,131.2300,131.2400,2019-08-15 14:31:00,1565893860000,5654
4472,131.3200,131.3900,131.3000,131.3400,2019-08-15 14:32:00,1565893920000,1700
4473,131.2200,131.3400,131.2200,131.3400,2019-08-15 14:33:00,1565893980000,3033
4474,131.3100,131.3600,131.2300,131.2500,2019-08-15 14:34:00,1565894040000,4741
4475,131.2100,131.3300,131.1800,131.3000,2019-08-15 14:35:00,1565894100000,8337
4476,131.1700,131.2200,131.1200,131.1700,2019-08-15 14:36:00,1565894160000,4331
4477,131.1334,131.2600,131.1300,131.1701,2019-08-15 14:37:00,1565894220000,3826
4478,131.1200,131.2195,131.1200,131.1340,2019-08-15 14:38:00,1565894280000,1846
4479,131.1300,131.2200,131.1100,131.1100,2019-08-15 14:39:00,1565894340000,2488
4480,131.2300,131.2300,131.1600,131.2105,2019-08-15 14:40:00,1565894400000,1131
4481,131.2300,131.2600,131.1900,131.2500,2019-08-15 14:41:00,1565894460000,1511
4482,131.2200,131.3200,131.2200,131.2600,2019-08-15 14:42:00,1565894520000,2856
4483,131.3349,131.3400,131.1700,131.2000,2019-08-15 14:43:00,1565894580000,3450
4484,131.3700,131.3700,131.2000,131.3217,2019-08-15 14:44:00,1565894640000,5032
4485,131.3100,131.3700,131.2650,131.3600,2019-08-15 14:45:00,1565894700000,2080
4486,131.4400,131.4800,131.3100,131.3200,2019-08-15 14:46:00,1565894760000,6747
4487,131.4160,131.4200,131.3600,131.4077,2019-08-15 14:47:00,1565894820000,1601
4488,131.4300,131.4700,131.3800,131.3900,2019-08-15 14:48:00,1565894880000,6801
4489,131.4300,131.5300,131.3800,131.4500,2019-08-15 14:49:00,1565894940000,5039
4490,131.3200,131.4659,131.3100,131.4400,2019-08-15 14:50:00,1565895000000,8357
4491,131.4600,131.4700,131.3750,131.3750,2019-08-15 14:51:00,1565895060000,7204
4492,131.3373,131.4575,131.2500,131.4575,2019-08-15 14:52:00,1565895120000,22922
4493,131.4400,131.4600,131.2900,131.3100,2019-08-15 14:53:00,1565895180000,3084
4494,131.5000,131.5120,131.4125,131.4300,2019-08-15 14:54:00,1565895240000,1685
4495,131.4000,131.5400,131.3500,131.5300,2019-08-15 14:55:00,1565895300000,1985
4496,131.3950,131.4000,131.3100,131.3800,2019-08-15 14:56:00,1565895360000,2300
4497,131.4899,131.4900,131.4200,131.4200,2019-08-15 14:57:00,1565895420000,1995
4498,131.4200,131.4900,131.3900,131.4900,2019-08-15 14:58:00,1565895480000,2009
4499,131.4000,131.5100,131.4000,131.4692,2019-08-15 14:59:00,1565895540000,5424
4500,131.7300,131.7300,131.4400,131.4400,2019-08-15 15:00:00,1565895600000,4659
4501,131.6000,131.7200,131.6000,131.6700,2019-08-15 15:01:00,1565895660000,2465
4502,131.6100,131.6387,131.5900,131.6200,2019-08-15 15:02:00,1565895720000,2680
4503,131.8250,131.8400,131.6500,131.6500,2019-08-15 15:03:00,1565895780000,3215
4504,131.7500,131.8300,131.7100,131.7850,2019-08-15 15:04:00,1565895840000,4502
4505,131.8300,131.8925,131.7900,131.7900,2019-08-15 15:05:00,1565895900000,5008
4506,131.7100,131.8500,131.7100,131.8500,2019-08-15 15:06:00,1565895960000,4269
4507,131.7017,131.7500,131.6800,131.6950,2019-08-15 15:07:00,1565896020000,5837
4508,131.7500,131.7500,131.6700,131.6900,2019-08-15 15:08:00,1565896080000,6722
4509,131.7200,131.7634,131.6500,131.7634,2019-08-15 15:09:00,1565896140000,4341
4510,131.7650,131.8200,131.7000,131.7500,2019-08-15 15:10:00,1565896200000,8003
4511,131.6400,131.7400,131.6200,131.7400,2019-08-15 15:11:00,1565896260000,4657
4512,131.6200,131.7000,131.6200,131.6800,2019-08-15 15:12:00,1565896320000,2486
4513,131.7400,131.7500,131.6263,131.6600,2019-08-15 15:13:00,1565896380000,3428
4514,131.7100,131.7700,131.6800,131.7316,2019-08-15 15:14:00,1565896440000,12827
4515,131.7000,131.7300,131.6500,131.7300,2019-08-15 15:15:00,1565896500000,38016
4516,131.6600,131.7100,131.6600,131.7000,2019-08-15 15:16:00,1565896560000,4650
4517,131.6600,131.7400,131.6500,131.6900,2019-08-15 15:17:00,1565896620000,3493
4518,131.6200,131.6800,131.6100,131.6600,2019-08-15 15:18:00,1565896680000,4111
4519,131.6800,131.6800,131.6100,131.6500,2019-08-15 15:19:00,1565896740000,3863
4520,131.6600,131.7660,131.6500,131.6500,2019-08-15 15:20:00,1565896800000,10460
4521,131.6847,131.7100,131.6400,131.6600,2019-08-15 15:21:00,1565896860000,3809
4522,131.6100,131.6700,131.5800,131.6600,2019-08-15 15:22:00,1565896920000,5427
4523,131.6500,131.6700,131.6100,131.6100,2019-08-15 15:23:00,1565896980000,3267
4524,131.6300,131.6600,131.5995,131.6179,2019-08-15 15:24:00,1565897040000,3514
4525,131.6800,131.6900,131.6400,131.6400,2019-08-15 15:25:00,1565897100000,2700
4526,131.6500,131.6873,131.6500,131.6600,2019-08-15 15:26:00,1565897160000,2657
4527,131.5600,131.7000,131.5500,131.6500,2019-08-15 15:27:00,1565897220000,5835
4528,131.5500,131.6000,131.5200,131.5799,2019-08-15 15:28:00,1565897280000,5734
4529,131.5600,131.5650,131.5000,131.5400,2019-08-15 15:29:00,1565897340000,4670
4530,131.6200,131.6200,131.4900,131.5400,2019-08-15 15:30:00,1565897400000,12095
4531,131.7000,131.7000,131.5603,131.6400,2019-08-15 15:31:00,1565897460000,7119
4532,131.6700,131.7400,131.6300,131.6800,2019-08-15 15:32:00,1565897520000,7877
4533,131.7000,131.7300,131.6200,131.6800,2019-08-15 15:33:00,1565897580000,7551
4534,131.6650,131.7400,131.6300,131.7100,2019-08-15 15:34:00,1565897640000,4276
4535,131.7000,131.7700,131.6500,131.6900,2019-08-15 15:35:00,1565897700000,75551
4536,131.6850,131.6900,131.6300,131.6800,2019-08-15 15:36:00,1565897760000,7437
4537,131.7950,131.8000,131.6700,131.7000,2019-08-15 15:37:00,1565897820000,50267
4538,131.7550,131.7900,131.6600,131.7900,2019-08-15 15:38:00,1565897880000,5124
4539,131.7400,131.7800,131.6800,131.7700,2019-08-15 15:39:00,1565897940000,6304
4540,131.9000,131.9000,131.7350,131.7600,2019-08-15 15:40:00,1565898000000,50928
4541,131.7200,131.8800,131.7000,131.8700,2019-08-15 15:41:00,1565898060000,48062
4542,131.7600,131.7600,131.6700,131.7050,2019-08-15 15:42:00,1565898120000,11832
4543,131.8003,131.8500,131.7500,131.7604,2019-08-15 15:43:00,1565898180000,7980
4544,131.9000,131.9200,131.8100,131.8100,2019-08-15 15:44:00,1565898240000,4915
4545,131.8200,131.9000,131.7800,131.8700,2019-08-15 15:45:00,1565898300000,7392
4546,131.8700,131.8700,131.8300,131.8300,2019-08-15 15:46:00,1565898360000,6219
4547,132.0739,132.1000,131.8800,131.8800,2019-08-15 15:47:00,1565898420000,69371
4548,132.0200,132.1100,131.9700,132.0721,2019-08-15 15:48:00,1565898480000,50876
4549,132.0800,132.1000,131.9900,132.0200,2019-08-15 15:49:00,1565898540000,11517
4550,132.1600,132.2000,132.0320,132.0900,2019-08-15 15:50:00,1565898600000,20090
4551,132.0800,132.1500,132.0600,132.1500,2019-08-15 15:51:00,1565898660000,17494
4552,132.1500,132.1900,132.0800,132.0800,2019-08-15 15:52:00,1565898720000,16207
4553,132.2800,132.3700,132.1500,132.1500,2019-08-15 15:53:00,1565898780000,81832
4554,132.2750,132.2936,132.2062,132.2800,2019-08-15 15:54:00,1565898840000,33295
4555,132.2000,132.3200,132.1500,132.2700,2019-08-15 15:55:00,1565898900000,39587
4556,132.1600,132.2100,132.1000,132.2100,2019-08-15 15:56:00,1565898960000,39422
4557,132.1525,132.1900,132.1050,132.1700,2019-08-15 15:57:00,1565899020000,31323
4558,132.0500,132.1400,132.0500,132.1400,2019-08-15 15:58:00,1565899080000,37377
4559,131.8900,132.0600,131.8300,132.0400,2019-08-15 15:59:00,1565899140000,56688
4560,131.8800,131.8800,131.8800,131.8800,2019-08-15 16:00:00,1565899200000,500
4561,131.9200,131.9200,131.9200,131.9200,2019-08-15 16:01:00,1565899260000,345714
4562,131.6600,131.9200,131.6600,131.6600,2019-08-15 16:50:00,1565902200000,2076297
4563,131.8600,131.8600,131.8600,131.8600,2019-08-15 16:56:00,1565902560000,345814
4564,132.4700,132.4700,132.4700,132.4700,2019-08-15 19:56:00,1565913360000,200
4565,133.0600,133.0600,133.0600,133.0600,2019-08-16 04:54:00,1565945640000,100
4566,133.1500,133.1500,133.1500,133.1500,2019-08-16 07:14:00,1565954040000,530
4567,133.1500,133.1500,133.1500,133.1500,2019-08-16 07:21:00,1565954460000,500
4568,133.1000,133.1000,133.1000,133.1000,2019-08-16 07:26:00,1565954760000,200
4569,133.1500,133.1500,133.1500,133.1500,2019-08-16 08:22:00,1565958120000,200
4570,133.1400,133.1400,133.1400,133.1400,2019-08-16 08:25:00,1565958300000,200
4571,132.4500,132.6200,132.4500,132.6200,2019-08-16 09:26:00,1565961960000,1724
4572,133.0980,133.2700,133.0200,133.0400,2019-08-16 09:30:00,1565962200000,204088
4573,133.1300,133.2600,132.9539,133.2100,2019-08-16 09:31:00,1565962260000,3251
4574,133.1196,133.2487,133.0300,133.1484,2019-08-16 09:32:00,1565962320000,3056
4575,133.0237,133.1440,132.9700,133.0900,2019-08-16 09:33:00,1565962380000,2822
4576,133.0500,133.0900,132.9800,133.0500,2019-08-16 09:34:00,1565962440000,4028
4577,133.2162,133.2300,133.0100,133.0100,2019-08-16 09:35:00,1565962500000,12098
4578,133.1300,133.2600,133.1000,133.2300,2019-08-16 09:36:00,1565962560000,13432
4579,133.2643,133.2900,133.1700,133.1700,2019-08-16 09:37:00,1565962620000,4382
4580,133.2544,133.3500,133.2544,133.3500,2019-08-16 09:38:00,1565962680000,4042
4581,133.3900,133.3900,133.2601,133.2800,2019-08-16 09:39:00,1565962740000,4528
4582,133.3890,133.5400,133.3800,133.3900,2019-08-16 09:40:00,1565962800000,9163
4583,133.4787,133.6600,133.4300,133.4300,2019-08-16 09:41:00,1565962860000,6091
4584,133.7589,133.7700,133.5100,133.5100,2019-08-16 09:42:00,1565962920000,13016
4585,133.6400,133.8400,133.5400,133.7200,2019-08-16 09:43:00,1565962980000,8046
4586,133.8050,133.8500,133.6400,133.6400,2019-08-16 09:44:00,1565963040000,12399
4587,133.9150,133.9500,133.8100,133.8100,2019-08-16 09:45:00,1565963100000,12869
4588,133.8378,134.0000,133.8378,133.9000,2019-08-16 09:46:00,1565963160000,13265
4589,133.5274,133.7834,133.4700,133.7834,2019-08-16 09:47:00,1565963220000,3132
4590,133.3600,133.6052,133.3600,133.4900,2019-08-16 09:48:00,1565963280000,5250
4591,133.3225,133.3500,133.2900,133.3500,2019-08-16 09:49:00,1565963340000,1005
4592,133.1500,133.3500,133.1240,133.3500,2019-08-16 09:50:00,1565963400000,4793
4593,133.2700,133.2800,133.0700,133.0700,2019-08-16 09:51:00,1565963460000,4114
4594,133.2400,133.3000,133.2100,133.2800,2019-08-16 09:52:00,1565963520000,3287
4595,133.5005,133.5005,133.2250,133.2250,2019-08-16 09:53:00,1565963580000,17105
4596,133.3900,133.5100,133.3900,133.4600,2019-08-16 09:54:00,1565963640000,7889
4597,133.3500,133.4600,133.3200,133.3800,2019-08-16 09:55:00,1565963700000,2862
4598,133.2658,133.3800,133.2500,133.3407,2019-08-16 09:56:00,1565963760000,15475
4599,133.3100,133.3200,133.1800,133.2100,2019-08-16 09:57:00,1565963820000,4700
4600,133.2300,133.3300,133.2100,133.3300,2019-08-16 09:58:00,1565963880000,2200
4601,133.1800,133.2703,133.1600,133.1800,2019-08-16 09:59:00,1565963940000,2775
4602,133.2500,133.3000,133.1500,133.1500,2019-08-16 10:00:00,1565964000000,2920
4603,133.1900,133.3000,133.1900,133.2450,2019-08-16 10:01:00,1565964060000,4000
4604,133.0900,133.2396,133.0900,133.1900,2019-08-16 10:02:00,1565964120000,8116
4605,133.0900,133.1700,133.0800,133.0800,2019-08-16 10:03:00,1565964180000,6507
4606,133.2200,133.2450,133.0900,133.0900,2019-08-16 10:04:00,1565964240000,4261
4607,133.2000,133.3999,133.2000,133.2400,2019-08-16 10:05:00,1565964300000,3099
4608,133.1300,133.3100,133.1300,133.2540,2019-08-16 10:06:00,1565964360000,4083
4609,133.2200,133.2700,133.1000,133.1400,2019-08-16 10:07:00,1565964420000,3117
4610,133.2154,133.2800,133.1400,133.2500,2019-08-16 10:08:00,1565964480000,3131
4611,133.2600,133.3200,133.1800,133.2100,2019-08-16 10:09:00,1565964540000,6096
4612,133.3750,133.4800,133.2100,133.2100,2019-08-16 10:10:00,1565964600000,13422
4613,133.3300,133.4100,133.3300,133.3800,2019-08-16 10:11:00,1565964660000,2731
